Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt,Floor_Ratio,Location_Encoded
LB Nagar,1555.6,3,3,1.0,1,6,7,7719003.0,4962.1,0.857,11
Tellapur,1398.5,2,2,1.0,25,2,16,8569605.0,6127.7,0.125,18
Kompally,1845.3,3,4,1.0,0,9,17,9254420.0,5015.1,0.529,8
Shaikpet,2352.7,4,4,1.0,5,11,14,16687952.0,7093.1,0.786,17
Jubilee Hills,1163.1,2,2,1.0,5,7,25,16524737.0,14207.5,0.28,7
Hitech City,2641.4,4,5,1.0,0,5,10,25319026.0,9585.5,0.5,6
Kondapur,1461.4,3,3,3.0,15,5,15,10511345.0,7192.7,0.333,9
Kondapur,1316.9,2,3,1.0,1,0,3,9026165.0,6854.1,0.0,9
Nizampet,2363.5,4,5,1.0,20,4,8,11679746.0,4941.7,0.5,16
Gachibowli,2062.0,4,5,2.0,15,1,4,15386106.0,7461.7,0.25,5
Gachibowli,1674.7,3,3,0.0,2,11,23,13620028.0,8132.8,0.478,5
Tellapur,2159.2,4,4,2.0,1,5,5,14372463.0,6656.4,1.0,18
Tellapur,2287.2,4,5,1.0,10,9,16,14713962.0,6433.2,0.562,18
Banjara Hills,951.3,2,3,1.0,2,13,13,14036636.0,14755.2,1.0,1
Bowenpally,703.9,1,1,1.0,7,0,5,3140968.0,4462.2,0.0,3
Nallagandla,2505.6,4,4,1.0,7,3,23,14497236.0,5785.9,0.13,15
Bowenpally,2678.0,5,6,1.0,0,15,15,13569221.0,5066.9,1.0,3
Kukatpally,1136.3,2,3,2.0,15,13,19,6211788.0,5466.7,0.684,10
Manikonda,2365.3,4,4,1.0,0,14,19,13833561.0,5848.5,0.737,13
Uppal,3417.9,5,6,1.0,7,4,11,14221665.0,4160.9,0.364,19
Miyapur,725.5,1,1,1.0,2,2,6,3727946.0,5138.5,0.333,14
Gachibowli,2503.2,4,5,1.0,1,7,7,22647520.0,9047.4,1.0,5
Kukatpally,2115.6,4,5,3.0,7,2,2,13738285.0,6493.8,1.0,10
Kukatpally,1006.8,2,3,3.0,1,4,6,5591782.0,5554.0,0.667,10
Kondapur,1280.4,2,2,1.0,20,23,25,7657732.0,5980.7,0.92,9
Begumpet,2835.5,4,4,2.0,1,14,24,23657939.0,8343.5,0.583,2
Begumpet,1553.2,3,4,1.0,0,2,5,12186884.0,7846.3,0.4,2
Kondapur,1893.6,3,4,1.0,7,22,22,14375022.0,7591.4,1.0,9
LB Nagar,1760.4,4,4,2.0,15,9,22,6578058.0,3736.7,0.409,11
Uppal,1670.0,3,3,1.0,5,2,2,7226195.0,4327.1,1.0,19
Tellapur,1976.7,4,5,1.0,10,0,7,12564370.0,6356.2,0.0,18
Kukatpally,1121.9,2,2,1.0,7,3,3,6093925.0,5431.8,1.0,10
Gachibowli,1808.1,3,4,2.0,7,18,22,16855942.0,9322.5,0.818,5
Jubilee Hills,1226.0,2,2,1.0,7,13,15,17665807.0,14409.3,0.867,7
Financial District,1768.8,3,3,0.0,2,2,6,16176734.0,9145.6,0.333,4
Uppal,2377.1,4,5,1.0,7,8,9,11214312.0,4717.6,0.889,19
Banjara Hills,1407.5,2,3,2.0,5,2,13,19411967.0,13791.8,0.154,1
Gachibowli,2546.0,4,4,0.0,20,9,22,19203860.0,7542.8,0.409,5
Ameerpet,1725.2,3,4,1.0,3,4,11,10461321.0,6063.8,0.364,0
Kukatpally,1069.9,2,3,2.0,10,15,22,6110629.0,5711.4,0.682,10
Hitech City,1862.7,4,4,2.0,2,5,10,18685205.0,10031.2,0.5,6
LB Nagar,1115.6,2,3,1.0,10,15,22,4933668.0,4422.4,0.682,11
Miyapur,1382.7,2,2,3.0,2,10,10,9139827.0,6610.1,1.0,14
Tellapur,1942.1,3,3,1.0,3,1,18,11797183.0,6074.4,0.056,18
Uppal,2277.5,4,5,1.0,15,7,10,9800395.0,4303.1,0.7,19
Nallagandla,645.5,1,1,1.0,7,1,6,4103117.0,6356.5,0.167,15
Manikonda,1264.8,3,3,1.0,10,11,19,6794256.0,5371.8,0.579,13
Tellapur,1109.1,2,2,2.0,2,8,10,8040113.0,7249.2,0.8,18
Ameerpet,1270.8,2,2,1.0,20,16,18,7131330.0,5611.7,0.889,0
Bowenpally,2116.9,4,5,2.0,0,1,15,12873816.0,6081.4,0.067,3
Hitech City,1658.5,3,3,1.0,7,14,18,15286140.0,9216.8,0.778,6
Hitech City,1285.5,3,4,2.0,10,0,7,12447687.0,9683.1,0.0,6
Shaikpet,2261.5,4,5,1.0,5,3,4,14686235.0,6494.0,0.75,17
Kondapur,977.9,2,3,3.0,5,12,24,7280127.0,7444.7,0.5,9
Uppal,1841.7,3,4,3.0,10,2,10,7976554.0,4331.1,0.2,19
Nallagandla,1079.2,2,2,1.0,7,7,19,6311511.0,5848.3,0.368,15
Nallagandla,1184.3,2,2,0.0,3,1,14,6962943.0,5879.4,0.071,15
Kondapur,984.7,2,3,3.0,0,2,2,7140998.0,7252.0,1.0,9
Hitech City,1088.7,2,2,1.0,0,1,23,9380420.0,8616.2,0.043,6
Kukatpally,1562.8,3,4,1.0,3,0,2,8851196.0,5663.7,0.0,10
Gachibowli,1773.7,3,3,0.0,7,14,22,15950247.0,8992.6,0.636,5
Madhapur,1786.1,3,4,1.0,3,1,15,15792922.0,8842.1,0.067,12
Kondapur,3213.2,5,5,1.0,0,4,5,21623357.0,6729.5,0.8,9
Manikonda,707.5,1,1,1.0,15,14,14,4539111.0,6415.7,1.0,13
Banjara Hills,1618.1,3,3,1.0,15,17,22,23786013.0,14700.0,0.773,1
Tellapur,1073.4,2,3,2.0,2,2,7,8202274.0,7641.4,0.286,18
Gachibowli,1059.1,2,3,2.0,2,3,3,8821752.0,8329.5,1.0,5
LB Nagar,1651.0,3,3,1.0,3,6,12,8018230.0,4856.6,0.5,11
Kondapur,1191.5,2,3,2.0,3,10,10,8425929.0,7071.7,1.0,9
Nallagandla,724.9,1,2,1.0,2,12,20,4702072.0,6486.5,0.6,15
Kondapur,2347.5,4,4,1.0,1,0,14,16317301.0,6950.9,0.0,9
Tellapur,1493.5,3,3,1.0,20,8,15,8759072.0,5864.8,0.533,18
Kondapur,1828.9,3,4,1.0,25,0,16,11855424.0,6482.3,0.0,9
Begumpet,1652.1,3,3,2.0,5,3,23,12087343.0,7316.4,0.13,2
Nizampet,877.0,2,3,1.0,7,15,17,4733980.0,5397.9,0.882,16
Jubilee Hills,1241.3,2,2,2.0,1,11,18,21462481.0,17290.3,0.611,7
Uppal,1384.5,3,3,0.0,15,3,3,5880534.0,4247.4,1.0,19
Hitech City,1782.1,3,4,1.0,15,2,13,13855847.0,7775.0,0.154,6
LB Nagar,1257.0,2,2,1.0,7,7,19,5611446.0,4464.2,0.368,11
Kondapur,1232.3,2,2,2.0,5,4,14,9079429.0,7367.9,0.286,9
Nizampet,656.1,1,2,2.0,0,2,4,3523771.0,5370.8,0.5,16
Kukatpally,1259.0,2,2,3.0,2,17,17,8478929.0,6734.7,1.0,10
Nallagandla,965.7,2,2,2.0,3,3,17,6082132.0,6298.2,0.176,15
Banjara Hills,1140.7,2,3,1.0,5,4,8,15975764.0,14005.2,0.5,1
Financial District,603.5,1,1,1.0,7,1,14,5874184.0,9733.5,0.071,4
Nizampet,1167.3,2,2,1.0,7,6,9,5332827.0,4568.5,0.667,16
Financial District,2470.8,4,4,1.0,25,12,15,20561589.0,8321.8,0.8,4
Nizampet,1346.9,2,2,2.0,3,5,11,7372558.0,5473.7,0.455,16
Nizampet,1053.4,2,2,1.0,5,0,21,4986203.0,4733.4,0.0,16
Miyapur,2116.4,4,4,2.0,0,0,23,11499813.0,5433.7,0.0,14
Begumpet,1163.4,2,2,2.0,2,1,15,10025514.0,8617.4,0.067,2
Jubilee Hills,1341.1,3,4,1.0,3,4,9,20947323.0,15619.5,0.444,7
Begumpet,1263.3,2,2,1.0,20,3,20,7632909.0,6042.0,0.15,2
Ameerpet,2528.5,4,5,1.0,1,11,15,17861927.0,7064.2,0.733,0
Nizampet,651.3,1,1,1.0,7,4,19,2926895.0,4493.9,0.211,16
Kukatpally,1512.8,3,4,2.0,10,4,17,9165372.0,6058.5,0.235,10
Financial District,1316.0,2,3,2.0,0,1,13,12563644.0,9546.8,0.077,4
Financial District,1092.2,2,2,2.0,3,4,17,9923413.0,9085.7,0.235,4
Bowenpally,764.2,1,1,2.0,7,1,6,3390384.0,4436.5,0.167,3
Ameerpet,1158.5,2,2,2.0,0,8,8,7856442.0,6781.6,1.0,0
Miyapur,1607.9,3,4,2.0,20,6,7,7572174.0,4709.4,0.857,14
Kompally,1300.4,2,3,1.0,7,9,9,5923473.0,4555.1,1.0,8
Nallagandla,759.2,1,2,0.0,3,6,19,4730539.0,6231.0,0.316,15
Nizampet,1170.1,2,3,1.0,0,0,12,5824509.0,4977.8,0.0,16
Ameerpet,985.1,2,3,2.0,15,10,13,6051132.0,6142.7,0.769,0
Bowenpally,1713.8,3,3,2.0,10,1,2,8169683.0,4767.0,0.5,3
Uppal,1713.0,3,3,1.0,3,18,25,7656564.0,4469.7,0.72,19
Financial District,1069.7,3,3,2.0,2,0,3,11219359.0,10488.3,0.0,4
Jubilee Hills,1821.5,3,3,1.0,10,5,10,25421211.0,13956.2,0.5,7
Financial District,2383.0,4,4,1.0,20,7,9,21742010.0,9123.8,0.778,4
Kondapur,1887.1,3,3,1.0,10,3,8,12936987.0,6855.5,0.375,9
Shaikpet,1471.2,3,4,0.0,7,0,6,10507332.0,7142.0,0.0,17
Banjara Hills,1886.4,3,4,0.0,15,4,4,21410990.0,11350.2,1.0,1
Manikonda,902.6,2,2,2.0,1,14,19,6165936.0,6831.3,0.737,13
Uppal,2723.6,4,4,1.0,2,4,23,12873465.0,4726.6,0.174,19
Madhapur,1263.9,2,2,2.0,10,2,5,10152044.0,8032.3,0.4,12
Kompally,1124.3,2,3,0.0,15,18,22,5703581.0,5073.0,0.818,8
Nallagandla,638.3,1,2,2.0,2,3,3,3939303.0,6171.6,1.0,15
Hitech City,1794.6,3,4,1.0,5,17,19,17752103.0,9892.0,0.895,6
Banjara Hills,1269.1,2,2,0.0,1,9,24,16344944.0,12879.2,0.375,1
Nallagandla,1081.4,2,3,1.0,25,2,2,5484810.0,5072.0,1.0,15
Hitech City,1946.7,3,4,2.0,7,3,5,18241790.0,9370.6,0.6,6
Kompally,1165.5,2,3,0.0,3,7,8,6158687.0,5284.2,0.875,8
Kukatpally,3263.8,5,6,2.0,10,12,13,21159663.0,6483.1,0.923,10
LB Nagar,1620.3,3,3,2.0,1,3,20,6622154.0,4087.0,0.15,11
Shaikpet,1096.2,2,2,2.0,0,4,5,7762534.0,7081.3,0.8,17
Begumpet,1369.6,2,3,1.0,5,13,24,11215358.0,8188.8,0.542,2
Shaikpet,1063.3,2,2,1.0,2,9,23,7777682.0,7314.7,0.391,17
Begumpet,3016.2,4,4,2.0,3,6,8,23382493.0,7752.3,0.75,2
Kompally,1263.7,2,2,0.0,3,3,16,6228445.0,4928.7,0.188,8
Begumpet,1604.8,3,3,3.0,7,2,6,10513061.0,6551.0,0.333,2
Uppal,1146.9,2,3,1.0,0,5,10,5797953.0,5055.3,0.5,19
Begumpet,1351.6,2,2,2.0,5,23,24,11002558.0,8140.4,0.958,2
Nizampet,1460.4,3,4,2.0,20,18,21,7465966.0,5112.3,0.857,16
Banjara Hills,2268.7,4,4,1.0,20,3,10,25181400.0,11099.5,0.3,1
Kondapur,1653.6,3,4,1.0,15,1,23,12802223.0,7742.0,0.043,9
LB Nagar,1061.3,2,3,1.0,15,4,9,4123997.0,3885.8,0.444,11
Tellapur,1083.5,2,2,2.0,3,2,2,6677763.0,6163.1,1.0,18
Tellapur,1307.8,2,2,2.0,7,19,20,9802635.0,7495.5,0.95,18
Madhapur,666.6,1,1,1.0,7,1,10,5325294.0,7988.7,0.1,12
Nizampet,1031.3,2,2,2.0,10,6,6,5164803.0,5008.1,1.0,16
Madhapur,1056.6,2,3,1.0,1,4,4,7924135.0,7499.7,1.0,12
Bowenpally,1994.7,4,4,2.0,1,9,18,9995177.0,5010.9,0.5,3
Hitech City,572.8,1,1,2.0,5,7,13,5184494.0,9051.1,0.538,6
Manikonda,3202.3,5,5,1.0,7,10,16,19255402.0,6013.0,0.625,13
Ameerpet,1959.0,4,4,2.0,5,0,13,11185242.0,5709.7,0.0,0
Manikonda,1721.5,3,4,3.0,25,5,6,9721839.0,5647.3,0.833,13
Gachibowli,665.1,1,2,0.0,1,5,13,5792469.0,8709.2,0.385,5
Begumpet,2130.6,4,4,0.0,1,3,7,15772742.0,7403.0,0.429,2
Financial District,1293.9,2,2,2.0,5,0,8,13138775.0,10154.4,0.0,4
Nizampet,1452.0,3,4,1.0,3,3,6,7949490.0,5474.9,0.5,16
Madhapur,2483.4,4,4,2.0,1,4,11,22414188.0,9025.6,0.364,12
Nizampet,1299.4,2,2,2.0,20,11,23,6822649.0,5250.6,0.478,16
Ameerpet,1698.3,4,5,1.0,2,3,8,10827610.0,6375.6,0.375,0
Kondapur,842.3,2,2,1.0,2,7,7,6367636.0,7559.8,1.0,9
Hitech City,1246.5,2,2,3.0,2,2,9,11661428.0,9355.3,0.222,6
Tellapur,947.2,2,3,1.0,0,5,14,7194273.0,7595.3,0.357,18
Hitech City,2801.8,4,4,1.0,20,14,17,22865551.0,8161.0,0.824,6
Kukatpally,1079.3,2,2,1.0,2,2,9,6562349.0,6080.2,0.222,10
Hitech City,2429.6,4,4,2.0,7,5,8,21476705.0,8839.6,0.625,6
Ameerpet,1542.2,3,3,1.0,15,13,18,10228994.0,6632.7,0.722,0
Uppal,1740.8,3,3,1.0,1,13,14,8932621.0,5131.3,0.929,19
Banjara Hills,1358.1,2,3,3.0,3,5,16,19381983.0,14271.4,0.312,1
Tellapur,1659.6,3,3,2.0,3,8,17,10308476.0,6211.4,0.471,18
Shaikpet,1134.1,2,3,2.0,2,2,3,7791567.0,6870.3,0.667,17
Jubilee Hills,1759.0,3,3,1.0,2,4,7,24105702.0,13704.2,0.571,7
Kondapur,2602.9,4,5,2.0,2,25,25,19792679.0,7604.1,1.0,9
Kondapur,2338.4,4,4,2.0,2,8,14,18127333.0,7752.0,0.571,9
Kondapur,1209.4,2,2,2.0,2,0,2,8382589.0,6931.2,0.0,9
Financial District,1111.2,2,3,2.0,0,4,20,10912003.0,9820.0,0.2,4
Ameerpet,1233.8,2,2,1.0,3,15,18,7809205.0,6329.4,0.833,0
Banjara Hills,1214.1,2,2,1.0,7,11,16,16859133.0,13886.1,0.688,1
Begumpet,2117.7,4,5,1.0,1,4,8,16970629.0,8013.7,0.5,2
Nizampet,1296.6,3,4,2.0,10,1,8,6964604.0,5371.4,0.125,16
Kondapur,1860.2,3,4,3.0,1,4,9,13585362.0,7303.2,0.444,9
Kompally,1519.0,3,3,3.0,0,10,11,7701376.0,5070.0,0.909,8
Tellapur,1310.5,2,2,1.0,10,7,18,9034223.0,6893.7,0.389,18
Jubilee Hills,1878.1,3,4,1.0,1,1,25,24605097.0,13101.1,0.04,7
Manikonda,3133.0,5,6,2.0,10,4,13,17972569.0,5736.5,0.308,13
Banjara Hills,685.5,1,2,1.0,3,0,2,10068766.0,14688.2,0.0,1
Miyapur,1631.4,3,4,1.0,10,7,12,8734800.0,5354.2,0.583,14
Miyapur,1243.5,2,2,2.0,5,13,16,6705140.0,5392.2,0.812,14
Hitech City,1444.3,3,3,2.0,20,8,9,12168743.0,8425.4,0.889,6
Kondapur,1783.5,3,3,1.0,10,4,14,12808056.0,7181.4,0.286,9
Hitech City,1388.8,3,4,1.0,15,4,5,11207461.0,8069.9,0.8,6
Kompally,1764.6,3,3,1.0,20,20,21,6725378.0,3811.3,0.952,8
Bowenpally,2589.9,4,4,1.0,3,0,10,13442077.0,5190.2,0.0,3
Kondapur,1213.9,2,2,1.0,3,11,12,9249577.0,7619.7,0.917,9
Manikonda,1137.8,2,2,1.0,20,5,9,6056678.0,5323.1,0.556,13
Banjara Hills,1095.8,2,3,1.0,1,0,3,13961072.0,12740.5,0.0,1
Madhapur,1240.6,3,3,1.0,0,12,22,9802645.0,7901.5,0.545,12
Uppal,1309.1,2,3,1.0,15,0,2,5057251.0,3863.2,0.0,19
Nizampet,1317.8,2,3,1.0,0,4,10,6401037.0,4857.4,0.4,16
Gachibowli,2106.5,4,5,2.0,25,2,21,16019056.0,7604.6,0.095,5
Banjara Hills,1006.5,2,3,2.0,3,0,17,14560959.0,14466.9,0.0,1
Tellapur,1529.4,3,3,1.0,7,3,8,9175743.0,5999.6,0.375,18
Kukatpally,1383.0,3,3,0.0,10,6,25,8582939.0,6206.0,0.24,10
Manikonda,1314.1,3,4,1.0,7,3,17,8168358.0,6215.9,0.176,13
Bowenpally,1250.1,2,3,1.0,3,7,21,6775019.0,5419.6,0.333,3
Miyapur,1732.9,3,3,2.0,1,15,19,10053006.0,5801.3,0.789,14
Financial District,1019.4,2,2,1.0,0,7,12,10047566.0,9856.4,0.583,4
Nizampet,621.4,1,1,2.0,1,3,8,3247263.0,5225.7,0.375,16
Tellapur,2836.6,4,4,2.0,2,16,16,20657565.0,7282.5,1.0,18
Gachibowli,1015.5,2,3,2.0,2,1,11,9515619.0,9370.4,0.091,5
Nallagandla,1138.7,2,3,1.0,0,7,12,8850556.0,7772.5,0.583,15
Ameerpet,2724.9,4,5,1.0,1,8,25,18337075.0,6729.4,0.32,0
Nizampet,1980.1,4,4,1.0,10,12,13,10519950.0,5312.8,0.923,16
Tellapur,1600.8,3,4,1.0,0,1,22,11843320.0,7398.4,0.045,18
Madhapur,1051.3,2,3,1.0,10,3,10,8435997.0,8024.3,0.3,12
Tellapur,1523.9,3,3,1.0,3,3,6,10925009.0,7169.1,0.5,18
Ameerpet,1810.4,3,4,1.0,3,12,12,13251483.0,7319.6,1.0,0
Banjara Hills,1048.2,2,3,1.0,5,16,20,14302444.0,13644.8,0.8,1
Kukatpally,1191.2,2,2,1.0,5,1,4,7542738.0,6332.1,0.25,10
Kondapur,1382.3,3,3,2.0,3,11,17,9855332.0,7129.7,0.647,9
Gachibowli,1693.8,3,3,1.0,0,2,3,15578471.0,9197.3,0.667,5
Madhapur,1848.6,3,3,1.0,7,1,23,16280288.0,8806.8,0.043,12
Ameerpet,1218.5,2,2,2.0,0,2,4,8410277.0,6902.2,0.5,0
Hitech City,774.6,1,1,1.0,7,17,24,6639736.0,8571.8,0.708,6
Kompally,1861.7,3,3,1.0,1,13,17,8950966.0,4808.0,0.765,8
Gachibowli,1137.2,2,2,1.0,1,22,24,9517925.0,8369.6,0.917,5
Kondapur,2353.4,4,4,1.0,3,9,16,15603452.0,6630.2,0.562,9
Nallagandla,1119.0,2,3,2.0,1,5,10,6666738.0,5957.8,0.5,15
Nizampet,1086.2,2,2,1.0,1,14,14,4992111.0,4595.9,1.0,16
Tellapur,1061.3,2,2,1.0,5,11,21,7116234.0,6705.2,0.524,18
Financial District,893.5,2,3,1.0,3,21,24,8395562.0,9396.3,0.875,4
Banjara Hills,1174.8,2,2,1.0,2,2,11,18754839.0,15964.3,0.182,1
Bowenpally,1380.8,3,4,1.0,5,7,17,7408215.0,5365.2,0.412,3
Kondapur,1590.0,3,3,1.0,7,4,4,10743873.0,6757.2,1.0,9
Financial District,1539.2,3,3,2.0,5,4,10,13829352.0,8984.8,0.4,4
Hitech City,1164.3,2,2,3.0,0,12,19,12356444.0,10612.8,0.632,6
Gachibowli,1861.7,3,4,1.0,10,2,2,14180501.0,7617.0,1.0,5
Tellapur,1438.8,4,5,1.0,2,4,5,10557732.0,7337.9,0.8,18
Kondapur,2390.6,4,5,1.0,1,6,8,15401242.0,6442.4,0.75,9
Financial District,1355.0,2,2,1.0,5,13,18,12959744.0,9564.4,0.722,4
Kompally,581.8,1,1,0.0,5,16,20,2603619.0,4475.1,0.8,8
Nallagandla,727.0,1,2,1.0,25,9,20,4234193.0,5824.2,0.45,15
Tellapur,1431.9,2,3,2.0,0,5,17,10746815.0,7505.3,0.294,18
Kukatpally,1117.3,2,2,1.0,0,2,10,6702185.0,5998.6,0.2,10
Banjara Hills,1723.5,3,3,3.0,10,1,12,21404847.0,12419.4,0.083,1
Financial District,1030.7,2,3,2.0,2,0,23,10670136.0,10352.3,0.0,4
Kukatpally,1209.9,2,2,0.0,20,6,9,5620170.0,4645.2,0.667,10
LB Nagar,2633.8,4,5,1.0,15,1,4,9953030.0,3779.0,0.25,11
Kukatpally,2529.0,4,5,1.0,1,19,19,15244564.0,6027.9,1.0,10
Miyapur,1396.0,2,2,1.0,10,11,18,7159676.0,5128.7,0.611,14
Nizampet,1634.9,2,2,2.0,20,9,22,7862937.0,4809.4,0.409,16
Uppal,1524.4,3,4,1.0,2,4,4,6725852.0,4412.1,1.0,19
Bowenpally,2266.5,4,5,1.0,15,1,21,10020693.0,4421.2,0.048,3
Nallagandla,1629.7,3,3,2.0,10,18,18,11093951.0,6807.4,1.0,15
Bowenpally,1911.6,3,3,2.0,3,4,4,10463667.0,5473.8,1.0,3
Nallagandla,2061.2,4,4,3.0,7,13,19,13174976.0,6391.9,0.684,15
Bowenpally,1191.3,3,3,0.0,1,6,9,6413371.0,5383.5,0.667,3
Madhapur,1515.3,3,4,1.0,2,13,23,12793762.0,8443.1,0.565,12
LB Nagar,1264.6,2,2,0.0,15,7,23,5213952.0,4123.0,0.304,11
Kondapur,2584.2,4,5,2.0,25,2,18,14140560.0,5471.9,0.111,9
Nallagandla,2949.2,5,6,0.0,2,13,19,20655408.0,7003.7,0.684,15
Ameerpet,999.1,2,2,1.0,1,18,23,7476923.0,7483.7,0.783,0
Gachibowli,1782.4,3,3,1.0,25,6,8,11345370.0,6365.2,0.75,5
Madhapur,948.4,2,2,1.0,5,3,5,7644290.0,8060.2,0.6,12
Manikonda,2348.6,4,4,1.0,1,0,20,13983918.0,5954.2,0.0,13
Nizampet,696.3,1,1,1.0,7,0,5,3841106.0,5516.5,0.0,16
Shaikpet,2937.3,5,6,3.0,1,14,21,21515161.0,7324.8,0.667,17
Financial District,1649.7,3,3,2.0,1,6,6,16750790.0,10153.8,1.0,4
Hitech City,1089.3,2,2,2.0,2,9,10,10075646.0,9249.7,0.9,6
Gachibowli,1050.6,2,3,1.0,10,0,18,8094769.0,7704.9,0.0,5
Shaikpet,1870.2,3,4,1.0,5,0,3,14185484.0,7585.0,0.0,17
Ameerpet,700.1,1,1,1.0,3,17,22,4159827.0,5941.8,0.773,0
Manikonda,2205.0,4,5,1.0,5,0,3,14026102.0,6361.0,0.0,13
Banjara Hills,1744.5,3,4,1.0,25,1,11,18315924.0,10499.2,0.091,1
Kukatpally,1016.4,2,3,2.0,20,1,14,5140108.0,5057.2,0.071,10
Financial District,1250.4,2,2,0.0,7,4,16,10611826.0,8486.7,0.25,4
Kondapur,2034.4,4,5,3.0,0,5,17,15822668.0,7777.6,0.294,9
Miyapur,1094.2,2,3,2.0,5,10,24,6457523.0,5901.6,0.417,14
LB Nagar,893.7,2,3,1.0,1,1,7,3475691.0,3889.1,0.143,11
LB Nagar,3410.8,5,6,2.0,7,7,13,14458113.0,4238.9,0.538,11
Miyapur,1090.6,2,2,1.0,15,2,11,5581375.0,5117.7,0.182,14
Kukatpally,2480.9,4,4,1.0,1,7,8,15187441.0,6121.7,0.875,10
Banjara Hills,1682.0,3,3,2.0,3,19,23,22035551.0,13100.8,0.826,1
Hitech City,1928.7,4,5,1.0,3,5,19,18537057.0,9611.2,0.263,6
Nallagandla,2547.5,4,4,1.0,5,5,6,16477424.0,6468.1,0.833,15
Hitech City,1454.9,3,3,1.0,15,2,12,12206999.0,8390.3,0.167,6
Financial District,671.4,1,2,1.0,1,4,10,6403464.0,9537.5,0.4,4
Kompally,2435.1,4,5,1.0,2,5,6,13064482.0,5365.1,0.833,8
Begumpet,2569.0,4,4,1.0,7,9,9,16780107.0,6531.8,1.0,2
Kondapur,2094.2,4,4,1.0,1,15,16,17332593.0,8276.5,0.938,9
Bowenpally,1653.5,3,3,2.0,2,10,14,10662834.0,6448.6,0.714,3
Hitech City,1981.4,3,3,2.0,10,10,14,19431185.0,9806.8,0.714,6
Banjara Hills,1215.5,2,3,1.0,3,7,24,17386910.0,14304.3,0.292,1
Shaikpet,901.7,2,2,1.0,7,5,9,6066177.0,6727.5,0.556,17
Manikonda,2366.8,4,4,1.0,3,1,6,13600890.0,5746.5,0.167,13
Nallagandla,3345.6,5,6,1.0,0,2,4,21461919.0,6415.0,0.5,15
Jubilee Hills,1454.0,2,3,0.0,5,1,7,18217698.0,12529.4,0.143,7
Miyapur,1020.1,2,3,1.0,20,10,13,4563393.0,4473.5,0.769,14
Bowenpally,1372.1,2,2,0.0,2,14,17,7647765.0,5573.8,0.824,3
Miyapur,1138.6,2,3,1.0,20,7,9,5985535.0,5256.9,0.778,14
Manikonda,1590.9,3,4,1.0,7,12,15,9419562.0,5920.9,0.8,13
Hitech City,1404.0,3,4,3.0,15,17,22,12734267.0,9070.0,0.773,6
Miyapur,1708.2,3,3,1.0,15,11,19,9610056.0,5625.8,0.579,14
Gachibowli,1316.2,2,3,1.0,2,12,13,11819595.0,8980.1,0.923,5
Banjara Hills,1246.4,3,3,2.0,10,0,25,16609950.0,13326.3,0.0,1
Jubilee Hills,1154.1,2,3,2.0,25,1,16,12824167.0,11111.8,0.062,7
Uppal,1448.1,3,3,1.0,3,1,9,6615994.0,4568.7,0.111,19
Shaikpet,1102.8,2,3,1.0,1,1,2,7446051.0,6752.0,0.5,17
Madhapur,2465.7,4,5,1.0,15,7,8,17658995.0,7161.9,0.875,12
Gachibowli,2021.7,4,4,1.0,1,11,13,18017153.0,8911.9,0.846,5
Kompally,2731.7,4,5,1.0,0,5,10,14659646.0,5366.5,0.5,8
Miyapur,1611.3,3,4,2.0,2,0,6,8614307.0,5346.2,0.0,14
Nizampet,3638.8,5,5,1.0,20,10,20,18867591.0,5185.1,0.5,16
Uppal,1082.6,2,3,2.0,1,22,25,5425945.0,5012.0,0.88,19
Tellapur,1845.7,4,4,1.0,1,0,3,12614516.0,6834.5,0.0,18
Madhapur,1450.7,2,3,2.0,2,0,20,11579060.0,7981.7,0.0,12
Bowenpally,749.1,1,1,0.0,10,0,15,3663701.0,4890.8,0.0,3
Manikonda,1507.7,3,4,1.0,25,14,24,7611239.0,5048.2,0.583,13
LB Nagar,1759.2,3,3,1.0,5,3,21,7289057.0,4143.4,0.143,11
Jubilee Hills,702.0,1,1,2.0,0,1,3,12216540.0,17402.5,0.333,7
Nallagandla,1483.1,3,3,2.0,1,12,18,11418429.0,7699.0,0.667,15
Jubilee Hills,1496.0,3,4,1.0,10,4,17,21636424.0,14462.9,0.235,7
Begumpet,3226.2,5,6,1.0,7,5,17,23784073.0,7372.2,0.294,2
Kompally,2453.6,4,5,2.0,2,3,10,12397725.0,5052.9,0.3,8
Gachibowli,1315.2,2,2,1.0,1,12,14,12168899.0,9252.5,0.857,5
Bowenpally,2541.5,4,5,1.0,3,8,13,14160982.0,5571.9,0.615,3
Manikonda,1614.7,3,4,0.0,0,18,23,9954447.0,6164.9,0.783,13
Kompally,1396.2,3,3,2.0,10,12,15,7650657.0,5479.6,0.8,8
Begumpet,1602.4,3,3,1.0,5,6,8,11548021.0,7206.7,0.75,2
Jubilee Hills,1544.1,3,4,1.0,1,6,12,23808811.0,15419.2,0.5,7
Hitech City,596.1,1,1,1.0,5,3,10,4687393.0,7863.4,0.3,6
Miyapur,1685.9,3,3,1.0,15,3,5,7254942.0,4303.3,0.6,14
Tellapur,1808.4,3,3,1.0,20,0,4,10671160.0,5900.9,0.0,18
Kukatpally,1179.3,2,3,2.0,3,0,4,7353049.0,6235.1,0.0,10
Financial District,1566.8,3,3,0.0,10,2,8,12163257.0,7763.1,0.25,4
