Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
Madhapur,3103.3,5,5,1.0,1,4,8,27895934.0,8989.2
Miyapur,1396.0,2,2,1.0,10,11,18,7159676.0,5128.8
Nizampet,1634.9,2,2,2.0,20,9,22,7862937.0,4809.5
Uppal,1524.4,3,4,1.0,2,4,4,6725852.0,4412.2
Bowenpally,2266.5,4,5,1.0,15,1,21,10020693.0,4421.3
Nallagandla,1629.7,3,3,2.0,10,18,18,11093951.0,6807.3
Jubilee Hills,2155.1,4,4,2.0,1,6,14,28583313.0,13262.9
Bowenpally,1911.6,3,3,2.0,3,4,4,10463667.0,5473.9
Nallagandla,2061.2,4,4,3.0,7,13,19,13174976.0,6391.8
Bowenpally,1191.3,3,3,0.0,1,6,9,6413371.0,5383.3
Madhapur,1515.3,3,4,1.0,2,13,23,12793762.0,8443.1
LB Nagar,1264.6,2,2,0.0,15,7,23,5213952.0,4122.8
Kondapur,2584.2,4,5,2.0,25,2,18,14140560.0,5472.0
Nallagandla,2949.2,5,6,0.0,2,13,19,20655408.0,7003.8
Ameerpet,999.1,2,2,1.0,1,18,23,7476923.0,7483.7
Gachibowli,1782.4,3,3,1.0,25,6,8,11345370.0,6365.1
Madhapur,948.4,2,2,1.0,5,3,5,7644290.0,8059.9
Manikonda,2348.6,4,4,1.0,1,0,20,13983918.0,5954.2
Nizampet,696.3,1,1,1.0,7,0,5,3841106.0,5516.4
Shaikpet,2937.3,5,6,3.0,1,14,21,21515161.0,7324.9
Financial District,1649.7,3,3,2.0,1,6,6,16750790.0,10153.8
Hitech City,1089.3,2,2,2.0,2,9,10,10075646.0,9249.4
Gachibowli,1050.6,2,3,1.0,10,0,18,8094769.0,7705.0
Shaikpet,1870.2,3,4,1.0,5,0,3,14185484.0,7585.1
Ameerpet,700.1,1,1,1.0,3,17,22,4159827.0,5941.9
Manikonda,2205.0,4,5,1.0,5,0,3,14026102.0,6361.1
Banjara Hills,1744.5,3,4,1.0,25,1,11,18315924.0,10499.1
Kukatpally,1016.4,2,3,2.0,20,1,14,5140108.0,5057.1
Financial District,1250.4,2,2,0.0,7,4,16,10611826.0,8486.8
Kondapur,2034.4,4,5,3.0,0,5,17,15822668.0,7777.7
Miyapur,1094.2,2,3,2.0,5,10,24,6457523.0,5901.4
LB Nagar,893.7,2,3,1.0,1,1,7,3475691.0,3889.1
LB Nagar,3410.8,5,6,2.0,7,7,13,14458113.0,4239.0
Miyapur,1090.6,2,2,1.0,15,2,11,5581375.0,5117.8
Kukatpally,2480.9,4,4,1.0,1,7,8,15187441.0,6121.7
Banjara Hills,1682.0,3,3,2.0,3,19,23,22035551.0,13100.7
Hitech City,1928.7,4,5,1.0,3,5,19,18537057.0,9611.2
Nallagandla,2547.5,4,4,1.0,5,5,6,16477424.0,6468.0
Hitech City,1454.9,3,3,1.0,15,2,12,12206999.0,8390.4
Financial District,671.4,1,2,1.0,1,4,10,6403464.0,9537.3
Kompally,2435.1,4,5,1.0,2,5,6,13064482.0,5365.1
Begumpet,2569.0,4,4,1.0,7,9,9,16780107.0,6531.8
Kondapur,2094.2,4,4,1.0,1,15,16,17332593.0,8276.6
Bowenpally,1653.5,3,3,2.0,2,10,14,10662834.0,6448.5
Hitech City,1981.4,3,3,2.0,10,10,14,19431185.0,9806.8
Banjara Hills,1215.5,2,3,1.0,3,7,24,17386910.0,14304.4
Shaikpet,901.7,2,2,1.0,7,5,9,6066177.0,6727.2
Manikonda,2366.8,4,4,1.0,3,1,6,13600890.0,5746.5
Nallagandla,3345.6,5,6,1.0,0,2,4,21461919.0,6415.0
Jubilee Hills,1454.0,2,3,0.0,5,1,7,18217698.0,12529.2
Miyapur,1020.1,2,3,,20,10,13,4563393.0,4473.3
Bowenpally,1372.1,2,2,0.0,2,14,17,7647765.0,5573.9
Miyapur,1138.6,2,3,1.0,20,7,9,5985535.0,5256.7
Manikonda,1590.9,3,4,1.0,7,12,15,9419562.0,5921.0
Hitech City,1404.0,3,4,3.0,15,17,22,12734267.0,9070.2
Miyapur,1708.2,3,3,1.0,15,11,19,9610056.0,5625.8
Gachibowli,1316.2,2,3,1.0,2,12,13,11819595.0,8979.8
Banjara Hills,1246.4,3,3,2.0,10,0,25,16609950.0,13326.2
Jubilee Hills,1154.1,2,3,2.0,25,1,16,12824167.0,11112.1
Uppal,1448.1,3,3,1.0,3,1,9,6615994.0,4568.6
Shaikpet,1102.8,2,3,1.0,1,1,2,7446051.0,6751.7
Madhapur,2465.7,4,5,1.0,15,7,8,17658995.0,7161.9
Gachibowli,2021.7,4,4,1.0,1,11,13,18017153.0,8911.9
Kompally,2731.7,4,5,1.0,0,5,10,14659646.0,5366.4
Miyapur,1611.3,3,4,2.0,2,0,6,8614307.0,5346.1
Nizampet,3638.8,5,5,1.0,20,10,20,18867591.0,5185.1
Uppal,1082.6,2,3,2.0,1,22,25,5425945.0,5011.9
Tellapur,1845.7,4,4,1.0,1,0,3,12614516.0,6834.5
Madhapur,1450.7,2,3,2.0,2,0,20,11579060.0,7981.6
Bowenpally,749.1,1,1,0.0,10,0,15,3663701.0,4891.0
Manikonda,1507.7,3,4,1.0,25,14,24,7611239.0,5048.3
LB Nagar,1759.2,3,3,1.0,5,3,21,7289057.0,4143.3
Jubilee Hills,702.0,1,1,2.0,0,1,3,12216540.0,17403.3
Nallagandla,1483.1,3,3,2.0,1,12,18,11418429.0,7698.8
Jubilee Hills,1496.0,3,4,1.0,10,4,17,21636424.0,14463.2
Begumpet,3226.2,5,6,1.0,7,5,17,23784073.0,7372.1
Kompally,2453.6,4,5,2.0,2,3,10,12397725.0,5052.9
Gachibowli,1315.2,2,2,1.0,1,12,14,12168899.0,9252.6
Bowenpally,2541.5,4,5,1.0,3,8,13,14160982.0,5572.0
Manikonda,1614.7,3,4,0.0,0,18,23,9954447.0,6164.8
Kompally,1396.2,3,3,2.0,10,12,15,7650657.0,5479.7
Begumpet,1602.4,3,3,1.0,5,6,8,11548021.0,7206.9
Jubilee Hills,1544.1,3,4,1.0,1,6,12,23808811.0,15419.6
Hitech City,596.1,1,1,1.0,5,3,10,4687393.0,7863.3
Miyapur,1685.9,3,3,1.0,15,3,5,7254942.0,4303.2
Tellapur,1808.4,3,3,1.0,20,0,4,10671160.0,5900.9
Kukatpally,1179.3,2,3,2.0,3,0,4,7353049.0,6235.2
Financial District,1566.8,3,3,0.0,10,2,8,12163257.0,7763.2
Kondapur,2636.6,4,4,3.0,1,3,4,19520088.0,7403.4
Banjara Hills,1755.3,3,3,1.0,20,19,23,21010868.0,11969.9
Ameerpet,1544.9,3,3,1.0,15,12,23,8931698.0,5781.2
Tellapur,2832.0,5,5,1.0,15,12,20,17102519.0,6039.1
Nallagandla,2162.2,4,4,1.0,0,0,5,13187007.0,6098.9
Nallagandla,1141.2,2,3,1.0,2,0,25,7029312.0,6159.5
Kukatpally,1384.6,3,3,1.0,25,7,22,7429260.0,5365.6
Bowenpally,1396.5,2,3,2.0,0,13,19,7649561.0,5477.5
Gachibowli,1651.2,3,4,1.0,15,6,6,11675228.0,7070.6
Hitech City,982.8,2,3,1.0,1,23,23,9757223.0,9927.6
Gachibowli,1711.9,3,3,2.0,7,0,17,12386491.0,7235.6
Madhapur,950.5,2,3,2.0,0,20,25,7974426.0,8389.7
Financial District,1154.8,2,3,1.0,25,8,22,9913328.0,8584.5
Uppal,1163.8,2,2,1.0,7,4,11,4973905.0,4273.8
Banjara Hills,1538.1,3,3,1.0,2,2,2,22454420.0,14598.4
Financial District,3121.7,5,5,1.0,15,11,19,28782674.0,9220.2
Shaikpet,1678.2,3,4,1.0,5,18,18,12450950.0,7419.4
Madhapur,1997.4,4,4,1.0,1,4,20,17501581.0,8762.3
Hitech City,1290.2,2,3,1.0,15,3,22,9476454.0,7345.0
Nallagandla,1975.7,4,4,0.0,1,0,8,12317093.0,6234.2
Jubilee Hills,1152.8,2,3,1.0,5,8,17,15100779.0,13099.2
Kompally,2069.5,4,4,2.0,25,12,24,9964165.0,4814.8
Manikonda,1955.7,3,4,1.0,2,3,7,13030314.0,6662.8
Kompally,1225.5,2,3,1.0,0,23,23,6551200.0,5345.6
Tellapur,2009.7,3,4,0.0,1,11,12,15600413.0,7762.7
Bowenpally,661.5,1,2,1.0,3,1,3,3446262.0,5209.8
Madhapur,3683.9,5,6,0.0,0,17,25,31675374.0,8598.3
Miyapur,1589.5,3,3,1.0,0,1,5,8218777.0,5170.5
Begumpet,1607.3,3,4,1.0,7,7,13,12517647.0,7787.8
Uppal,1719.7,3,3,1.0,1,9,20,7882572.0,4583.7
Gachibowli,1123.8,2,2,0.0,0,19,23,9713240.0,8643.3
Tellapur,1760.3,3,4,1.0,5,4,14,10795497.0,6132.7
Manikonda,2170.8,4,4,2.0,5,3,5,11537885.0,5315.1
Gachibowli,1239.0,2,2,0.0,1,8,19,10766476.0,8690.0
Banjara Hills,1635.2,3,3,1.0,10,3,7,19528966.0,11942.6
Ameerpet,730.7,1,1,1.0,7,4,5,4275197.0,5850.5
Kondapur,586.5,1,1,1.0,10,8,9,3774966.0,6436.3
Manikonda,646.2,1,1,,15,6,8,3619648.0,5601.2
Nallagandla,953.7,2,2,1.0,25,3,7,5898139.0,6184.6
Nizampet,982.3,2,2,1.0,5,19,23,4376329.0,4455.4
Ameerpet,1281.3,2,2,1.0,0,3,17,7370129.0,5752.1
Madhapur,708.3,1,1,1.0,20,6,6,4526291.0,6390.0
Kukatpally,1789.9,3,3,0.0,20,12,16,9093367.0,5080.3
Shaikpet,1130.2,2,3,0.0,10,3,4,6528358.0,5776.3
Banjara Hills,1575.2,3,3,1.0,0,2,6,22633769.0,14369.0
Nallagandla,1269.3,2,2,1.0,0,3,10,8417643.0,6631.6
Hitech City,1013.2,2,2,2.0,7,6,19,9238054.0,9117.8
Uppal,1511.5,3,3,1.0,3,2,7,6015410.0,3979.8
Jubilee Hills,1117.3,2,3,1.0,10,5,12,13410849.0,12002.9
Uppal,1155.3,2,2,2.0,0,6,16,4944195.0,4279.7
Ameerpet,1436.8,3,3,1.0,7,8,25,9276338.0,6456.4
Jubilee Hills,662.6,1,1,1.0,2,3,15,9520174.0,14367.1
Shaikpet,1200.1,2,2,1.0,3,13,17,8867795.0,7389.1
LB Nagar,2581.3,4,5,2.0,5,1,20,11128988.0,4311.5
Ameerpet,1716.0,3,4,2.0,2,8,22,11274655.0,6570.2
Kukatpally,1547.3,3,4,2.0,10,17,20,9676488.0,6253.7
Nizampet,1698.6,3,3,0.0,7,24,24,9673788.0,5695.2
Tellapur,1380.8,2,3,1.0,1,2,10,9997381.0,7240.3
Hitech City,2590.1,4,5,2.0,2,8,18,23076809.0,8909.6
Nizampet,1191.5,2,2,0.0,10,1,8,5486136.0,4604.3
Shaikpet,1332.5,3,3,2.0,10,7,10,8841134.0,6635.1
Nallagandla,1240.5,2,3,1.0,1,3,11,40748891.91103695,6717.6
Hitech City,658.5,1,1,0.0,3,0,3,5351535.0,8127.0
Nizampet,2938.8,4,5,1.0,1,2,12,15751744.0,5360.0
Nizampet,1297.2,2,2,0.0,3,0,2,7205072.0,5554.4
Gachibowli,2480.1,4,5,1.0,15,16,16,21121605.0,8516.5
Begumpet,1084.1,2,2,1.0,2,2,20,7611807.0,7021.3
Shaikpet,1200.9,2,2,1.0,1,4,5,8026953.0,6683.9
Kompally,1644.5,3,4,2.0,10,15,15,8852217.0,5383.0
Shaikpet,1474.5,3,3,1.0,25,14,21,8365236.0,5673.3
Nallagandla,1674.7,3,3,1.0,20,0,6,9576191.0,5718.3
Kompally,1015.0,2,2,2.0,2,5,5,4746847.0,4676.9
Jubilee Hills,1690.7,3,3,2.0,20,2,2,23005298.0,13607.2
Ameerpet,1026.0,2,3,0.0,7,9,21,6025737.0,5872.8
LB Nagar,1358.5,2,3,1.0,5,3,4,5855416.0,4310.3
Kukatpally,2425.4,4,4,1.0,2,1,5,14293360.0,5893.2
Kondapur,1208.5,2,3,2.0,2,1,14,9843665.0,8145.3
Financial District,1789.7,3,3,2.0,15,4,10,14526664.0,8116.7
Hitech City,540.3,1,1,2.0,25,0,11,4288063.0,7936.7
LB Nagar,1666.5,3,4,2.0,1,2,6,7707502.0,4624.9
Bowenpally,1935.8,3,3,1.0,7,3,7,9788415.0,5056.6
Begumpet,1187.0,2,3,2.0,5,6,17,9713810.0,8183.2
Kukatpally,2033.6,4,4,0.0,7,0,2,11042726.0,5430.3
Kompally,1167.2,2,2,1.0,5,5,9,4771194.0,4087.7
Bowenpally,1026.5,2,2,1.0,0,2,2,5940964.0,5787.6
Gachibowli,1336.1,3,4,0.0,3,11,13,12173195.0,9111.1
Shaikpet,1200.9,2,3,1.0,3,2,6,8420708.0,7012.2
Manikonda,1685.9,3,4,3.0,15,8,22,9154341.0,5430.0
Ameerpet,1865.1,3,3,2.0,2,2,9,12577676.0,6743.9
Gachibowli,2086.9,4,5,0.0,15,2,2,15334090.0,7347.9
Hitech City,1420.3,3,3,2.0,1,8,21,14697813.0,10348.7
Manikonda,1573.2,3,3,2.0,0,4,18,9948938.0,6323.9
Tellapur,713.0,1,1,1.0,7,4,11,5463190.0,7661.9
Ameerpet,2118.9,3,4,1.0,5,14,20,13507791.0,6375.0
Jubilee Hills,1739.0,3,4,2.0,10,2,10,21753381.0,12509.4
Ameerpet,2840.4,4,4,1.0,5,15,19,18888808.0,6649.9
Begumpet,3339.8,5,5,2.0,2,3,11,25376665.0,7598.4
Nallagandla,1013.9,2,2,1.0,7,6,6,6549383.0,6459.3
Nizampet,1625.3,3,4,1.0,3,7,16,8267733.0,5086.8
Ameerpet,1981.6,4,4,1.0,0,4,19,13243091.0,6683.2
Begumpet,1728.4,3,3,,5,3,17,11682003.0,6758.8
Shaikpet,1167.9,2,2,1.0,7,6,12,8547708.0,7318.7
Gachibowli,647.0,1,2,1.0,3,4,14,6087434.0,9408.6
Kondapur,570.6,1,1,0.0,15,2,19,3903802.0,6841.2
Kondapur,1207.8,2,2,1.0,1,4,4,8529467.0,7062.0
Begumpet,1723.4,3,3,1.0,7,11,18,13978072.0,8110.7
Nallagandla,538.7,1,1,1.0,25,2,6,2948261.0,5473.3
Kompally,2184.0,4,5,1.0,1,6,15,11548727.0,5287.9
Begumpet,1524.3,3,4,1.0,10,20,25,10478589.0,6874.3
Kukatpally,566.6,1,1,1.0,7,15,16,3598857.0,6352.2
LB Nagar,1100.4,2,2,1.0,15,8,9,4154699.0,3775.6
Jubilee Hills,985.6,2,3,2.0,2,8,18,14277369.0,14485.5
Madhapur,2056.8,4,4,2.0,3,0,19,14742504.0,7167.5
Nizampet,1036.5,2,3,0.0,15,7,13,4939984.0,4766.1
Nizampet,1516.0,3,3,1.0,5,7,16,8903638.0,5873.1
Financial District,1873.5,3,3,1.0,1,0,6,14460819.0,7718.8
Kondapur,3560.7,5,5,1.0,25,12,20,20520062.0,5763.0
Financial District,1659.5,3,3,,7,19,25,16323275.0,9836.0
Nallagandla,1142.7,2,3,2.0,3,3,10,7316523.0,6402.9
Banjara Hills,1593.6,3,3,1.0,10,1,7,20143766.0,12640.8
Jubilee Hills,1142.3,2,2,1.0,15,0,18,14888523.0,13033.9
Gachibowli,972.9,3,4,1.0,25,5,13,7214391.0,7415.5
Jubilee Hills,3031.1,5,5,1.0,25,0,19,40158449.0,13248.8
Madhapur,1152.1,3,3,2.0,2,0,21,10186110.0,8841.6
Hitech City,2548.5,4,4,2.0,3,17,17,23391398.0,9178.5
Banjara Hills,1375.2,3,3,2.0,10,0,2,19129408.0,13910.5
Banjara Hills,2663.2,4,4,1.0,7,10,21,34426336.0,12926.9
Banjara Hills,1541.9,3,3,1.0,5,0,2,20765027.0,13466.8
LB Nagar,987.4,2,2,3.0,10,3,4,3768717.0,3816.9
Shaikpet,1115.1,2,2,2.0,5,10,14,6578000.0,5899.0
Gachibowli,2796.4,4,4,1.0,0,3,17,22925668.0,8198.4
Tellapur,1213.9,2,2,2.0,5,4,14,8467065.0,6974.9
Kukatpally,1263.5,2,2,2.0,3,3,6,7734350.0,6121.4
Nizampet,1270.5,2,3,2.0,3,4,15,6431518.0,5062.0
Hitech City,3247.8,5,6,2.0,0,10,13,31769239.0,9781.8
Bowenpally,1908.5,3,4,1.0,20,9,17,9440435.0,4946.4
Kondapur,2642.5,4,4,0.0,1,8,10,19991956.0,7565.5
Hitech City,1126.9,2,3,2.0,2,3,17,11309036.0,10035.8
Bowenpally,1879.8,4,4,1.0,0,1,2,10226092.0,5440.0
Bowenpally,2628.9,4,5,3.0,1,16,18,15254988.0,5802.8
Uppal,647.0,1,1,2.0,15,10,20,2894458.0,4473.9
Begumpet,1639.6,3,3,2.0,15,12,23,10308653.0,6287.4
Shaikpet,1911.2,3,3,3.0,5,7,23,12470238.0,6524.9
Nallagandla,1133.0,2,3,,2,1,11,7125404.0,6288.8
Kompally,1350.6,3,4,2.0,25,3,7,5457426.0,4040.7
Bowenpally,1995.4,4,5,3.0,25,9,14,9599918.0,4811.1
Kompally,1092.1,2,3,,5,11,15,5033988.0,4609.2
Jubilee Hills,981.7,2,3,2.0,3,3,8,12425631.0,12657.6
Financial District,2409.6,4,4,1.0,3,0,6,20774923.0,8621.8
LB Nagar,2280.0,4,4,3.0,3,2,5,10472718.0,4593.2
Financial District,1628.6,3,3,2.0,3,10,24,15499116.0,9516.6
Bowenpally,3569.5,5,5,2.0,3,2,10,17624137.0,4937.4
Madhapur,1227.8,2,2,2.0,5,16,18,10147991.0,8265.4
Madhapur,3446.4,5,5,0.0,5,1,20,26454548.0,7676.0
Miyapur,1107.7,2,3,0.0,10,10,10,5539185.0,5000.8
Kondapur,1515.3,3,4,1.0,5,16,23,10469656.0,6909.5
Begumpet,1306.5,2,2,2.0,15,8,17,9750894.0,7463.4
Miyapur,2195.4,4,4,1.0,15,9,10,11396474.0,5191.1
LB Nagar,578.9,1,1,1.0,2,0,14,2455352.0,4241.4
Jubilee Hills,1538.9,3,4,2.0,15,3,21,18369731.0,11936.9
LB Nagar,1494.0,3,3,1.0,15,0,4,4836923.0,3237.5
Gachibowli,1236.8,2,2,2.0,20,16,19,9429500.0,7624.3
Banjara Hills,1131.7,2,2,3.0,5,20,25,16756686.0,14806.3
Kompally,943.7,2,2,1.0,1,9,24,4436722.0,4701.6
Begumpet,1485.7,3,4,3.0,3,1,3,11083056.0,7459.9
Gachibowli,2075.6,3,4,3.0,1,2,6,17519047.0,8440.4
Uppal,995.7,2,2,1.0,2,12,20,4774253.0,4794.7
Manikonda,1167.2,2,2,1.0,2,0,2,6619280.0,5671.0
Manikonda,1574.0,3,4,1.0,20,0,16,8323956.0,5288.5
Nallagandla,953.8,2,3,2.0,2,12,25,5628491.0,5901.1
Kukatpally,1245.7,2,2,1.0,7,2,16,6618977.0,5313.4
Gachibowli,774.7,1,1,1.0,3,5,14,6716960.0,8670.9
Gachibowli,1054.9,2,2,1.0,20,6,10,8225861.0,7797.5
Banjara Hills,1344.6,3,3,1.0,3,11,23,19829909.0,14747.9
Madhapur,1156.8,2,3,0.0,7,6,6,8049349.0,6958.5
Begumpet,1232.0,2,2,2.0,5,16,19,9199449.0,7467.1
Nallagandla,2344.1,4,5,2.0,0,4,4,14961675.0,6382.7
Jubilee Hills,1155.8,2,2,1.0,3,6,6,15557870.0,13460.6
Miyapur,1740.1,3,4,2.0,3,17,25,11403939.0,6553.6
Nizampet,2396.7,4,4,2.0,2,0,2,13435601.0,5605.8
Hitech City,1917.1,3,3,2.0,5,2,22,14675113.0,7655.0
Kompally,1759.2,3,3,0.0,2,0,2,8885829.0,5051.1
Kukatpally,1216.8,2,3,1.0,15,13,25,6479339.0,5324.7
Uppal,1046.9,2,3,1.0,10,0,2,4368863.0,4173.0
Begumpet,1471.3,3,3,3.0,2,12,22,11969314.0,8135.3
Nizampet,1077.3,2,2,2.0,7,5,5,5470966.0,5078.6
Gachibowli,1576.5,3,4,2.0,1,9,14,14364008.0,9111.2
Jubilee Hills,1510.1,3,3,2.0,0,4,9,20216291.0,13387.6
Banjara Hills,1613.2,3,3,2.0,1,9,14,22099839.0,13699.2
Bowenpally,2164.4,4,4,1.0,25,9,15,9666526.0,4466.1
Jubilee Hills,1747.3,3,3,1.0,5,0,23,23326385.0,13350.1
Nallagandla,1015.7,2,2,1.0,7,5,5,5982922.0,5890.3
Uppal,2272.9,4,4,1.0,25,5,6,8847885.0,3892.7
Manikonda,1352.0,2,2,2.0,1,11,17,9299395.0,6878.4
Uppal,1832.2,3,3,3.0,7,2,7,8015019.0,4374.4
Ameerpet,2251.5,4,4,1.0,10,19,21,14726593.0,6540.8
Banjara Hills,1687.4,3,4,1.0,25,2,5,20647162.0,12236.4
Nizampet,1580.9,3,4,1.0,7,1,14,7336612.0,4640.9
Madhapur,2212.4,4,4,1.0,2,7,13,21464504.0,9701.7
Tellapur,1991.2,3,4,1.0,2,3,10,11856745.0,5954.6
Financial District,1225.0,2,3,2.0,2,9,24,11414181.0,9317.4
Financial District,1360.7,2,2,0.0,1,0,9,12046419.0,8853.4
Begumpet,1690.7,3,3,0.0,5,19,22,13287333.0,7859.2
Nallagandla,3177.7,5,6,2.0,5,5,6,22355056.0,7035.1
Kondapur,1285.0,2,3,1.0,10,5,15,9624828.0,7490.4
Kondapur,1970.5,4,5,2.0,3,4,8,15409521.0,7820.0
Miyapur,1465.6,3,4,1.0,2,4,14,8120203.0,5540.6
Uppal,2116.8,4,4,1.0,1,10,25,10831288.0,5116.9
Ameerpet,1041.6,2,2,1.0,7,12,19,6868389.0,6593.9
Jubilee Hills,1692.1,3,4,2.0,10,10,15,23448355.0,13857.2
Shaikpet,1481.2,3,4,2.0,0,15,16,12180166.0,8223.3
Kondapur,1706.0,3,4,3.0,3,4,13,13164771.0,7716.6
Uppal,3698.4,5,6,3.0,15,4,6,12944688.0,3500.0
LB Nagar,1240.8,2,3,0.0,1,20,23,5602981.0,4515.7
Madhapur,640.4,1,1,3.0,5,4,6,4966495.0,7754.9
Financial District,1115.4,2,2,1.0,10,11,21,11559878.0,10364.0
Kondapur,1396.5,2,2,1.0,7,5,16,9291871.0,6653.9
Shaikpet,1361.0,2,3,1.0,25,9,9,7480396.0,5496.4
Gachibowli,1022.7,2,2,0.0,0,3,3,7765978.0,7593.9
Uppal,1778.8,3,3,2.0,3,14,25,9371637.0,5268.4
Ameerpet,1222.4,2,2,0.0,0,4,4,7609181.0,6224.6
Gachibowli,1096.8,2,3,2.0,25,19,24,8222494.0,7496.7
Kukatpally,1068.8,2,2,1.0,3,4,8,6528505.0,6108.5
Uppal,1248.7,2,2,3.0,20,1,2,5471306.0,4381.7
Shaikpet,1738.1,3,3,1.0,2,9,22,12855563.0,7396.3
Ameerpet,3852.4,5,6,2.0,1,1,19,25306101.0,6568.9
Madhapur,1177.8,2,3,1.0,5,7,7,9460913.0,8032.9
Uppal,1825.7,3,3,1.0,3,4,4,7445418.0,4078.1
Gachibowli,1272.5,2,2,1.0,1,5,14,10998861.0,8643.6
Nizampet,3050.3,5,5,1.0,10,14,17,16150630.0,5294.8
Nallagandla,1359.8,2,2,1.0,5,17,17,8447918.0,6212.4
Miyapur,1238.9,2,2,2.0,5,6,23,6553459.0,5289.9
Begumpet,592.6,1,2,3.0,1,9,24,4764885.0,8041.0
Kompally,2520.1,4,4,2.0,5,10,12,11532483.0,4576.2
Hitech City,1660.2,3,3,0.0,15,7,14,13121886.0,7903.8
Bowenpally,1294.6,3,3,1.0,1,2,23,6382397.0,4930.2
LB Nagar,2590.8,4,5,0.0,7,10,24,11518041.0,4445.7
Nizampet,2242.1,4,4,1.0,3,13,21,12222652.0,5451.5
Gachibowli,770.3,1,1,2.0,20,8,20,5798664.0,7527.7
Manikonda,1304.8,3,3,2.0,3,0,7,7508526.0,5754.6
Jubilee Hills,1238.2,2,3,1.0,1,0,4,17018733.0,13745.2
Tellapur,1598.6,3,4,1.0,7,7,18,11890517.0,7438.2
Tellapur,1285.1,2,2,1.0,0,4,25,8551799.0,6654.5
Nizampet,2883.1,4,4,1.0,5,4,11,13912540.0,4825.6
Jubilee Hills,2589.2,4,4,2.0,10,14,15,38528172.0,14880.5
Ameerpet,1209.4,2,2,1.0,1,4,4,7442086.0,6153.6
Nallagandla,3324.5,5,6,2.0,2,5,9,23584867.0,7094.2
Ameerpet,508.7,1,1,1.0,3,4,17,3425338.0,6733.3
Jubilee Hills,1408.9,3,3,1.0,3,4,7,21222802.0,15063.4
Kukatpally,1163.9,2,3,1.0,3,2,4,6836736.0,5874.0
Bowenpally,2711.5,4,4,1.0,3,0,10,15293201.0,5640.1
Hitech City,1780.6,3,3,1.0,15,13,15,15218079.0,8546.5
Kukatpally,1013.1,2,3,2.0,2,6,9,6206293.0,6126.0
Nizampet,1803.9,3,3,0.0,7,0,20,8332307.0,4619.0
Kondapur,1578.0,3,4,1.0,5,12,16,11396606.0,7222.2
Miyapur,515.8,1,2,,7,0,7,2556382.0,4956.5
LB Nagar,1068.1,2,2,1.0,7,3,11,4347559.0,4070.5
Begumpet,1647.1,3,4,1.0,7,7,23,11077475.0,6725.5
Financial District,907.5,2,3,1.0,15,7,11,8505548.0,9372.3
Tellapur,1903.0,4,4,2.0,2,1,12,12644315.0,6644.5
Begumpet,1115.5,2,3,1.0,0,17,20,9265943.0,8306.5
Begumpet,1238.7,2,3,1.0,10,1,13,8373429.0,6760.1
LB Nagar,932.0,2,3,1.0,3,4,10,4173685.0,4478.2
Manikonda,1805.9,3,4,2.0,0,2,16,12475874.0,6908.6
Shaikpet,786.3,1,1,1.0,20,4,20,4327076.0,5503.2
Ameerpet,1059.0,2,3,2.0,10,2,10,6279869.0,5929.9
Begumpet,1168.3,2,3,0.0,2,11,23,7822570.0,6695.8
Banjara Hills,1345.2,3,3,1.0,7,1,14,18266195.0,13578.4
Begumpet,1922.1,4,5,2.0,1,6,6,14559739.0,7574.9
Kukatpally,1046.1,2,3,3.0,7,17,21,6010432.0,5745.7
Nallagandla,1583.4,3,3,1.0,3,6,8,10333155.0,6525.8
Tellapur,3448.1,5,6,1.0,2,4,6,22096363.0,6408.2
Uppal,2138.2,4,4,1.0,10,11,12,8880052.0,4153.1
Ameerpet,1399.1,3,3,2.0,0,12,14,9974939.0,7129.4
Begumpet,1732.7,3,3,1.0,10,5,8,11404864.0,6582.0
Jubilee Hills,1936.9,3,4,1.0,10,3,6,27444886.0,14169.7
Financial District,1603.1,3,3,2.0,5,8,10,14327860.0,8937.5
Begumpet,1089.6,2,2,1.0,3,10,16,8250974.0,7572.4
Bowenpally,1585.3,3,4,2.0,10,11,17,7572032.0,4776.4
Bowenpally,1211.4,2,3,3.0,0,8,13,6727529.0,5553.3
Hitech City,1894.9,3,3,1.0,1,7,16,18435645.0,9728.9
Ameerpet,1497.7,3,3,2.0,7,2,13,8375561.0,5592.5
Banjara Hills,1727.2,3,3,2.0,2,6,11,24666087.0,14281.1
LB Nagar,1715.7,3,4,0.0,2,20,24,7254142.0,4228.0
Ameerpet,1207.1,2,2,2.0,5,5,11,7635338.0,6325.2
LB Nagar,1715.0,3,3,3.0,7,6,10,6192328.0,3610.7
Shaikpet,1054.2,2,3,2.0,20,17,22,6182456.0,5864.6
Miyapur,782.6,2,3,1.0,10,2,18,4287728.0,5478.5
Kukatpally,1511.2,3,3,1.0,3,7,11,9643050.0,6381.1
Shaikpet,1505.1,3,4,1.0,20,18,23,9490215.0,6305.2
Uppal,1696.2,3,3,2.0,1,11,12,8135091.0,4796.1
Tellapur,1580.6,3,3,1.0,10,12,18,10089950.0,6383.8
Gachibowli,1054.5,2,2,1.0,20,14,25,7750006.0,7349.1
Miyapur,1742.8,3,3,2.0,2,12,13,9484120.0,5441.8
LB Nagar,1549.7,3,4,2.0,3,3,6,7562524.0,4880.1
